file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit87,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit88,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit89,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit90,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit91,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit92,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit93,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit94,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit95,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit96,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit97,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit98,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit99,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit100,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit101,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit102,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit103,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit104,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit105,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit106,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit107,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit108,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit109,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit110,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit111,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit112,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit113,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit114,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit115,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit116,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit117,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit118,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit119,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit120,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit121,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit122,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit123,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit124,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit125,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit126,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit127,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit128,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit129,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit130,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit131,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit132,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit133,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit134,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit135,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit136,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit137,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit138,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit139,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit140,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit141,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit142,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit143,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit144,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit145,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit146,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit147,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit148,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit149,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit150,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit151,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit152,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit153,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit154,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit155,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit156,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit157,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit158,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit159,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit160,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit161,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit162,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit163,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit164,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit165,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit166,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit167,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit168,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit169,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),LEA-BARRETT Janine (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit170,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit171,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit172,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),PAYNE Julie (UG),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
NSW_Local_Government_2016_Cobar_Shire_Council 12 seats.csv__hit173,ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A),ABBOTT Peter (A)
